id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,year,stats,tags,description
1803301,3639383770,Musée Estève,,Rue Édouard Branly,18000,Bourges,France,fr,open,47.0861911,2.396213,,,,2016,payant:0;gratuit:14181;label-date:01/02/2003,label:musee de france,
1827901,622149606,Musée Municipal,,Rue de la Société Française,18100,Vierzon,France,fr,open,47.2249147,2.0602204,,,,2016,payant:1449;gratuit:6603;label-date:01/02/2003,label:musee de france,
2808502,276905,Muséum des Sciences Naturelles et de Préhistoire,,,28000,Chartres,France,fr,open,48.4438601,1.4881434,,,,2016,payant:0;gratuit:10000;label-date:01/02/2003,label:musee de france,
2813401,182675003,Musée d'Art et d'Histoire Marcel Dessal,,Place du Musée,28100,Dreux,France,fr,open,48.733925,1.3680411794478526,,,,2016,payant:1081;gratuit:8971;label-date:01/02/2003,label:musee de france,
2819601,2288529939,Musée Marcel Proust,,Rue des Trois Maries,28120,Illiers-Combray,France,fr,open,48.2996594,1.2430508,,,,2016,payant:3915;gratuit:286;label-date:01/02/2003,label:musee de france,
2828001,,Musée du Château Saint-Jean,,,,NOGENT-LE-ROTROU,France,fr,open,,,,,,2016,payant:9202;gratuit:10818;label-date:01/02/2003,label:musee de france,
3601001,,Château Musée,,,,AZAY-LE-FERRON,France,fr,open,,,,,,2016,payant:13847;gratuit:4010;label-date:01/02/2003,label:musee de france,
3604601,,Musée George Sand et de la Vallée Noire,,,,LA CHATRE,France,fr,open,,,,,,2016,payant:5742;gratuit:6978;label-date:01/02/2003,label:musee de france,
3601801,214892,Musée Ornithologique (Ecomusée de la Brenne),,Cour du Cheval Blanc,77300,Fontainebleau,France,fr,open,48.4023346,2.7005387366907625,,,,2016,payant:2190;gratuit:1576;label-date:01/02/2003,label:musee de france,
3700301,,Musée - Hôtel Morin,,,,AMBOISE,France,fr,open,,,,,,2016,payant:0;gratuit:8098;label-date:01/02/2003,label:musee de france,
3707201,,"Le Carroi, Musée d’Arts et d’Histoire",,,,CHINON,France,fr,open,,,,,,2016,payant:1160;gratuit:2043;label-date:01/02/2003,label:musee de france,
3724801,1935506460,Musée François Rabelais,,Rue de La Devinière,37500,Seuilly,France,fr,open,47.1405133,0.1784807,,,,2016,payant:9788;gratuit:2032;label-date:30/04/2002,label:musee de france,
3726103,38546705,Musée de l'Hôtel Goüin,25,Rue du Commerce,37000,Tours,France,fr,closed,47.3953091,0.6846798555262408,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
3726105,40514601,Musée du Compagnonnage,2,Place Anatole France,37000,Tours,France,fr,open,47.39641815,0.6869935971502714,,,,2016,payant:22874;gratuit:8346;label-date:01/02/2003,label:musee de france,
4101801,7170311044,Château Musées de Blois,,Petits Degrés du Château,41000,Blois,France,fr,open,47.5857788,1.3313739,,,,2016,payant:220317;gratuit:32326;label-date:01/02/2003,label:musee de france,
4126901,541957843,Musée de Vendôme,,Allée de Yorktown,41100,Vendôme,France,fr,open,47.7907832,1.0689238,,,,2016,payant:0;gratuit:14943;label-date:01/02/2003,label:musee de france,
4525201,224039110,Musée Municipal,,Rue Carnot,45300,Pithiviers,France,fr,closed,48.17477735,2.2434493018304966,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
2B03301,590087366,Musée d'Histoire de Bastia,,,20290,Lucciana,France,fr,open,42.54204815,9.496920951519154,,,,2016,payant:12499;gratuit:12235;label-date:01/02/2003,label:musee de france,
0810503,1765207774,Musée de l'Ardenne,,Les Arcades,08000,Charleville-Mézières,France,fr,open,49.77272,4.7214458,,,,2016,payant:5527;gratuit:30974;label-date:01/02/2003,label:musee de france,
0840901,1874188907,Musée du Château-Fort,,Avenue de la Dernière Cartouche,08140,Bazeilles,France,fr,open,49.6817859,4.9754729,,,,2016,payant:55930;gratuit:2846;label-date:01/02/2003,label:musee de france,
1026801,3817901518,Musée Camille Claudel,,Rue Gustave Flaubert,10400,Nogent-sur-Seine,France,fr,closed,48.4943857,3.5006636,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
6718002,606195509,Musée Alsacien,,Place Joseph Thierry,67500,Haguenau,France,fr,open,48.8147979,7.7893977,,,,2016,payant:828;gratuit:1260;label-date:01/02/2003,label:musee de france,
6730001,58887086,Musée de la Chartreuse,,Rue des Étudiants,67120,Molsheim,France,fr,open,48.5428428,7.490422123361975,,,,2016,payant:4199;gratuit:2239;label-date:01/02/2003,label:musee de france,
6738801,,Musée du Fer,,,,REICHSHOFFEN,France,fr,open,,,,,,2016,payant:878;gratuit:1836;label-date:01/02/2003,label:musee de france,
6754401,167263621,Musée Westercamp,,Rue du Musée,67160,Wissembourg,France,fr,open,49.0389525,7.944872205882353,,,,2016,payant:0;gratuit:669;label-date:01/02/2003,label:musee de france,
5212101,,Musée des Beaux-Arts et d'Archéologie,,,,CHAUMONT,France,fr,open,,,,,,2016,payant:688;gratuit:2866;label-date:01/02/2003,label:musee de france,
5226902,489598272,Musée d'Art et d'Histoire,,Rue de la Coutellerie,52200,Langres,France,fr,open,47.8646223,5.333331557244431,,,,2016,payant:3666;gratuit:5643;label-date:01/02/2003,label:musee de france,
5235301,5915925232,Musée de la Coutellerie,,Place Charles de Gaulle,52800,Nogent,France,fr,open,48.0275986,5.3411994,,,,2016,payant:3920;gratuit:1402;label-date:18/04/2002,label:musee de france,
5244801,65662699,Musée Municipal,,Allée Jean-François Lescuyer,52100,Saint-Dizier,France,fr,open,48.63793305,4.948117698073352,,,,2016,payant:0;gratuit:5298;label-date:01/02/2003,label:musee de france,
6814901,,Musée Historique et Militaire de Huningue,,,,HUNINGE,France,fr,open,,,,,,2016,payant:105;gratuit:220;label-date:01/02/2003,label:musee de france,
6822404,449007880,Musée EDF Electropolis,,Autodrome du Musée de l'Automobile,68100,Mulhouse,France,fr,open,47.7612848,7.327971551196445,,,,2016,payant:31601;gratuit:11904;label-date:01/02/2003,label:musee de france,
6827702,1138681,Musée du Dolder,16,Rue du Général de Gaulle,68340,Riquewihr,France,fr,open,48.166885,7.298560434089087,,,,2016,payant:1821;gratuit:524;label-date:01/02/2003,label:musee de france,
6833401,218472174,Musée des Amis de Thann,,Rue du Parc,68470,Husseren-Wesserling,France,fr,open,47.885102,6.996263986308496,,,,2016,payant:485;gratuit:1222;label-date:01/02/2003,label:musee de france,
5110804,156704708,Musée du Cloître de Notre-Dame-en-Vaux,4,Rue Nicolas Durand,51000,Châlons-en-Champagne,France,fr,open,48.958076,4.3631782370533925,,,,2016,payant:911;gratuit:2098;label-date:23/02/2012,label:musee de france,
5145401,733881096,Musée des Beaux-Arts de Saint-Denis,,,51100,Reims,France,fr,open,49.252981500000004,4.030427080857688,,,,2016,payant:22947;gratuit:21704;label-date:06/01/2002,label:musee de france,
5145405,7030744259,Musée Hôtel le Vergeur,36,Place du Forum,51100,Reims,France,fr,open,49.2571018,4.0341284,,,,2016,payant:2046;gratuit:1926;label-date:01/02/2003,label:musee de france,
5415401,113033,Les Sources d'Hercule,,,54120,Deneuvre,France,fr,open,48.4443122,6.7356749,,,,2016,payant:2897;gratuit:1695;label-date:01/02/2003,label:musee de france,
5439501,49791497,Musée de l'Ecole de Nancy,,Rue du Sergent Blandan,54100,Nancy,France,fr,open,48.680552000000006,6.166075819038056,,,,2016,payant:25122;gratuit:15243;label-date:01/02/2003,label:musee de france,
5535101,,Musée Jules Bastien-Lepage - Musée de la Fortification,,,,MONTMEDY,France,fr,open,,,,,,2016,payant:10744;gratuit:2937;label-date:01/02/2003,label:musee de france,
5550202,134231670,Musée de la Bière et du Pays de Stenay,17,Rue du Moulin,55700,Stenay,France,fr,open,49.488918999999996,5.186675922267025,,,,2016,payant:7101;gratuit:13172;label-date:24/02/2003,label:musee de france,
5725601,309445273,Musée Départemental de la Guerre de 70,11,Rue de Metz,57130,Gravelotte,France,fr,open,49.114021050000005,6.029759781346406,,,,2016,payant:8380;gratuit:6192;label-date:01/02/2003,label:musee de france,
5753701,823312790,Musée de la Mine - Carreau Wendel,,Rue Saint-Charles,57540,Petite-Rosselle,France,fr,open,49.2039277,6.8630557,,,,2016,payant:41608;gratuit:4456;label-date:01/02/2003,label:musee de france,
5754001,,Musée Militaire et Erckmann-Chatrian,,,,PHALSBOURG,France,fr,open,,,,,,2016,payant:608;gratuit:676;label-date:01/02/2003,label:musee de france,
8816001,100809875,Musée Départemental d'Art Ancien et Contemporain,1,Place Lagarde,88000,Épinal,France,fr,open,48.1727635,6.446326185692797,,,,2016,payant:3056;gratuit:10728;label-date:01/02/2003,label:musee de france,
9711201,6042462812,Ecomusée de Marie-Galante,,Route de Grand-Bourg à Capesterre,97140,Grand-Bourg,France,fr,open,15.8784483,-61.2995603,,,,2016,payant:0;gratuit:37777;label-date:01/02/2003,label:musee de france,
9711701,1965845057,Musée Précolombien Edgar Clerc,,Route de la Plante,97160,Le Moule,France,fr,open,16.3396546,-61.3771244,,,,2016,payant:0;gratuit:10695;label-date:01/02/2003,label:musee de france,
9712002,,Musée Départemental Victor Schoelcher,,,,POINTE-A-PITRE,France,fr,open,,,,,,2016,payant:1584;gratuit:7903;label-date:01/02/2003,label:musee de france,
9712003,65839623,Musée l'Herminier,,Rue Sadi Carnot,97110,Pointe-à-Pitre,France,fr,closed,16.238335,-61.537012293084736,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
0238101,4239502337,Musée - Centre de Documentation Alfred Desmasures,,Impasse du Château,02500,Hirson,France,fr,closed,49.9260179,4.0792224,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
0240802,202812175,Musée d'Art et d'Archéologie,,Rue des Moulins,02250,Marle,France,fr,open,49.7417279,3.771423276198486,,,,2016,payant:1285;gratuit:3175;label-date:01/02/2003,label:musee de france,
0257401,236808363,Musée Monseigneur Pigneau de Behaine,,Rue du Musée,02550,Origny-en-Thiérache,France,fr,closed,49.8961405,4.022224,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
5920501,1719221067,Musée Municipal d'Escaudain,,Rue Paul Bert,59124,Escaudain,France,fr,open,50.3330601,3.3443559,,,,2016,payant:0;gratuit:600;label-date:01/02/2003,label:musee de france,
5937501,,Musée d'Histoire Locale de Marchiennes,,,,MARCHIENNES,France,fr,open,,,,,,2016,payant:175;gratuit:382;label-date:01/02/2003,label:musee de france,
5952601,2060779461,Musée de la Tour Abbatiale,,Grand'Place,59230,Saint-Amand-les-Eaux,France,fr,open,50.4489646,3.4287208,,,,2016,payant:0;gratuit:17683;label-date:01/02/2003,label:musee de france,
6005701,556458814,MUDO - Musée de l'Oise,,Rue Saint-Pierre,60000,Beauvais,France,fr,open,49.4329907,2.0796036241134193,,,,2016,payant:0;gratuit:57977;label-date:01/02/2003,label:musee de france,
6014301,6253491677,Musée Pillon,45,Rue de l'Hôtel de Ville,60240,Chaumont-en-Vexin,France,fr,open,49.2623827,1.882077,,,,2016,payant:0;gratuit:508;label-date:01/02/2003,label:musee de france,
6015905,5339422294,Musée de la Figurine Historique,"1,3,5,7",Rue Jean Legendre,60200,Compiègne,France,fr,open,49.4176885,2.8264396,,,,2016,payant:2586;gratuit:5306;label-date:01/02/2003,label:musee de france,
6061203,5357724995,Musée de la Vénerie,,Place Saint-Maurice,60300,Senlis,France,fr,open,49.2072693,2.5833865,,,,2016,payant:1483;gratuit:4754;label-date:01/02/2003,label:musee de france,
6210801,,Musée Communautaire Opale-Sud,,,,BERCK-SUR-MER,France,fr,open,,,,,,2016,payant:1968;gratuit:5201;label-date:05/04/2002,label:musee de france,
6226801,244679581,Musée de la Céramique,,Rue Jean Macé,62240,Desvres,France,fr,open,50.666714,1.842068159820283,,,,2016,payant:6908;gratuit:1194;label-date:01/02/2003,label:musee de france,
6241301,110215831,Musée d'Histoire et d'Archéologie,,Rue du Musée,62440,Harnes,France,fr,open,50.447528,2.9107465,,,,2016,payant:0;gratuit:824;label-date:01/02/2003,label:musee de france,
6276701,204398267,Musée Municipal Bruno Danvin,,Rue Oscar Ricque,62130,Saint-Pol-sur-Ternoise,France,fr,open,50.381508,2.337263799999996,,,,2016,payant:0;gratuit:4144;label-date:01/02/2003,label:musee de france,
8071601,,Musée Départemental de l'Abbaye de Saint-Riquier,,,,ABBEVILLE,France,fr,closed,,,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
8002103,114347,Muséum d'histoire naturelle,,,,Amiens,France,fr,closed,49.8941708,2.2956951,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
9111401,48359053,Musée Municipal Robert Dubois-Corneau,,Rue de la Glacière,91800,Brunoy,France,fr,open,48.7003494,2.5007316063279736,,,,2016,payant:65;gratuit:4059;label-date:01/02/2003,label:musee de france,
9120001,2650356282,Musée du Château,,Rue du Marché aux Grains,91410,Dourdan,France,fr,open,48.5298686,2.0111955,,,,2016,payant:11067;gratuit:9054;label-date:01/02/2003,label:musee de france,
9201203,,"Albert-Kahn, Musée et Jardin Départementaux",,,,BOULOGNE-BILLANCOURT,France,fr,open,,,,,,2016,payant:40220;gratuit:26801;label-date:01/02/2003,label:musee de france,
9202601,82241201,Musée Roybet Fould,178,Boulevard Saint-Denis,92400,Courbevoie,France,fr,open,48.90043675,2.2718533501517357,,,,2016,payant:374;gratuit:10571;label-date:01/02/2003,label:musee de france,
9204801,137829073,Musée d'Art et d'Histoire,11,Rue des Pierres,92190,Meudon,France,fr,open,48.806285,2.2350911702464784,,,,2016,payant:2536;gratuit:8939;label-date:01/02/2003,label:musee de france,
9207301,70961327,MUS - Musée d'Histoire Urbaine et Sociale,1,Rue Merlin de Thionville,92150,Suresnes,France,fr,open,48.868207600000005,2.221619823857867,,,,2016,payant:3850;gratuit:4793;label-date:01/02/2003,label:musee de france,
7510603,,Etablissement public du musée d'Orsay et de l'Orangerie - Musée Hébert,,,,PARIS,France,fr,closed,,,,,,2016,payant:0;gratuit:0;label-date:06/01/2002,label:musee de france,
7510602,395785603,Musée National Eugène Delacroix,,Rue Jacob,75006,Paris,France,fr,open,48.85464155,2.335393670592886,,,,2016,payant:28362;gratuit:29786;label-date:06/01/2002,label:musee de france,
7510301,156973373,Musée de la Chasse et de la Nature,62,Rue des Archives,75003,Paris,France,fr,open,48.86125555,2.358782698354484,,,,2016,payant:30529;gratuit:40042;label-date:01/02/2003,label:musee de france,
7510502,7444,Galerie de Minéralogie et de Géologie (Muséum d'Histoire Naturelle),,,,Paris,France,fr,open,48.8566969,2.3514616,,,,2016,payant:46278;gratuit:16514;label-date:06/01/2002,label:musee de france,
7510503,83913793,Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle),,Rue Geoffroy Saint-Hilaire,75005,Paris,France,fr,open,48.8421055,2.356243821803625,,,,2016,payant:313742;gratuit:293110;label-date:06/01/2002,label:musee de france,
7510802,5304864568,Musée de la Musique,221,Avenue Jean Jaurès,75019,Paris,France,fr,open,48.8901928,2.393712,,,,2016,payant:182877;gratuit:91282;label-date:06/01/2002,label:musee de france,
7511202,,Établissement Public de la Porte Dorée - Musée de National de l’Histoire de l’Immigration,,,,PARIS,France,fr,open,,,,,,2016,payant:51678;gratuit:55302;label-date:16/11/2006,label:musee de france,
7511618,4828705432,Musée National de la Marine,,Villa Marie Vassilieff,75015,Paris,France,fr,open,48.8434128,2.320792,,,,2016,payant:51247;gratuit:35719;label-date:06/01/2002,label:musee de france,
7511701,84326105,Musée National Jean-Jacques Henner,,Rue Fortuny,75017,Paris,France,fr,open,48.88297625,2.3076796906695947,,,,2016,payant:9140;gratuit:7370;label-date:06/01/2002,label:musee de france,
7510402,5918699678,Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou),,Rue Joliot-Curie,91190,Le Moulon,France,fr,open,48.7094092,2.1666145,,,,2016,payant:2461390;gratuit:967298;label-date:06/01/2002,label:musee de france,
7718601,214892,Musée du Château de Fontainebleau,,Cour du Cheval Blanc,77300,Fontainebleau,France,fr,open,48.4023346,2.7005387366907625,,,,2016,payant:185548;gratuit:237317;label-date:06/01/2002,label:musee de france,
7728402,,Musée de la Grande Guerre du Pays de Meaux,,,,MEAUX,France,fr,open,,,,,,2016,payant:73846;gratuit:15154;label-date:15/03/2007,label:musee de france,
7728803,112363959,Musée de la Gendarmerie Nationale,1-3,Rue Émile Leclerc,77000,Melun,France,fr,open,48.54554555,2.6529119346368715,,,,2016,payant:11055;gratuit:11822;label-date:14/01/2011,label:musee de france,
7744501,4895409053,Ecomusée,,Rue de la Libération,77176,Savigny-le-Temple,France,fr,closed,48.5745236,2.5833427,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
9304601,145134117,Musée Municipal,,Rue du Docteur Roux,93190,Livry-Gargan,France,fr,closed,48.934633649999995,2.5517116365355736,,,,2016,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
